,game,posteam,yards,stadium
3588,2016_14_ARI_MIA,ARI,1946,MIA00
3589,2016_14_ARI_MIA,MIA,1691,MIA00
3590,2016_14_ATL_LA,LA,2538,LAX99
3591,2016_14_ATL_LA,ATL,1713,LAX99
3592,2016_14_BAL_NE,NE,2373,BOS00
3593,2016_14_BAL_NE,BAL,3017,BOS00
3594,2016_14_CHI_DET,DET,1945,DET00
3595,2016_14_CHI_DET,CHI,1820,DET00
3596,2016_14_CIN_CLE,CIN,1806,CLE00
3597,2016_14_CIN_CLE,CLE,1793,CLE00
3598,2016_14_DAL_NYG,NYG,1973,NYC01
3599,2016_14_DAL_NYG,DAL,2206,NYC01
3600,2016_14_DEN_TEN,DEN,2819,NAS00
3601,2016_14_DEN_TEN,TEN,1617,NAS00
3602,2016_14_HOU_IND,HOU,1597,IND00
3603,2016_14_HOU_IND,IND,2423,IND00
3604,2016_14_MIN_JAX,MIN,1830,JAX00
3605,2016_14_MIN_JAX,JAX,2540,JAX00
3606,2016_14_NO_TB,TB,1637,TAM00
3607,2016_14_NO_TB,NO,2201,TAM00
3608,2016_14_NYJ_SF,NYJ,2254,SFO01
3609,2016_14_NYJ_SF,SF,1923,SFO01
3610,2016_14_OAK_KC,LV,2404,KAN00
3611,2016_14_OAK_KC,KC,1580,KAN00
3612,2016_14_PIT_BUF,PIT,1714,BUF00
3613,2016_14_PIT_BUF,BUF,1728,BUF00
3614,2016_14_SD_CAR,LAC,2368,CAR00
3615,2016_14_SD_CAR,CAR,1697,CAR00
3616,2016_14_SEA_GB,GB,1369,GNB00
3617,2016_14_SEA_GB,SEA,2350,GNB00
3618,2016_14_WAS_PHI,PHI,2603,PHI00
3619,2016_14_WAS_PHI,WAS,1597,PHI00
3620,2016_15_CAR_WAS,CAR,2108,WAS00
3621,2016_15_CAR_WAS,WAS,2664,WAS00
3622,2016_15_CLE_BUF,CLE,1850,BUF00
3623,2016_15_CLE_BUF,BUF,1457,BUF00
3624,2016_15_DET_NYG,NYG,1610,NYC01
3625,2016_15_DET_NYG,DET,2080,NYC01
3626,2016_15_GB_CHI,GB,2013,CHI98
3627,2016_15_GB_CHI,CHI,2263,CHI98
3628,2016_15_IND_MIN,IND,1502,MIN01
3629,2016_15_IND_MIN,MIN,2418,MIN01
3630,2016_15_JAX_HOU,HOU,2522,HOU00
3631,2016_15_JAX_HOU,JAX,1893,HOU00
3632,2016_15_LA_SEA,LA,2245,SEA00
3633,2016_15_LA_SEA,SEA,1348,SEA00
3634,2016_15_MIA_NYJ,NYJ,2748,NYC01
3635,2016_15_MIA_NYJ,MIA,1336,NYC01
3636,2016_15_NE_DEN,NE,1769,DEN00
3637,2016_15_NE_DEN,DEN,2503,DEN00
3638,2016_15_NO_ARI,ARI,2315,PHO00
3639,2016_15_NO_ARI,NO,2471,PHO00
3640,2016_15_OAK_SD,LAC,1950,SDG00
3641,2016_15_OAK_SD,LV,1759,SDG00
3642,2016_15_PHI_BAL,PHI,2444,BAL00
3643,2016_15_PHI_BAL,BAL,2062,BAL00
3644,2016_15_PIT_CIN,CIN,1609,CIN00
3645,2016_15_PIT_CIN,PIT,2095,CIN00
3646,2016_15_SF_ATL,SF,2259,ATL00
3647,2016_15_SF_ATL,ATL,1276,ATL00
3648,2016_15_TB_DAL,DAL,2239,DAL00
3649,2016_15_TB_DAL,TB,2323,DAL00
3650,2016_15_TEN_KC,TEN,1754,KAN00
3651,2016_15_TEN_KC,KC,1522,KAN00
3652,2016_16_ARI_SEA,ARI,1793,SEA00
3653,2016_16_ARI_SEA,SEA,2702,SEA00
3654,2016_16_ATL_CAR,ATL,2106,CAR00
3655,2016_16_ATL_CAR,CAR,2624,CAR00
3656,2016_16_BAL_PIT,BAL,2504,PIT00
3657,2016_16_BAL_PIT,PIT,1621,PIT00
3658,2016_16_CIN_HOU,CIN,2496,HOU00
3659,2016_16_CIN_HOU,HOU,1815,HOU00
3660,2016_16_DEN_KC,DEN,2627,KAN00
3661,2016_16_DEN_KC,KC,1979,KAN00
3662,2016_16_DET_DAL,DAL,1201,DAL00
3663,2016_16_DET_DAL,DET,2611,DAL00
3664,2016_16_IND_OAK,IND,1704,OAK00
3665,2016_16_IND_OAK,LV,1784,OAK00
3666,2016_16_MIA_BUF,BUF,2374,BUF00
3667,2016_16_MIA_BUF,MIA,1819,BUF00
3668,2016_16_MIN_GB,GB,2403,GNB00
3669,2016_16_MIN_GB,MIN,2866,GNB00
3670,2016_16_NYG_PHI,NYG,3301,PHI00
3671,2016_16_NYG_PHI,PHI,1538,PHI00
3672,2016_16_NYJ_NE,NYJ,1865,BOS00
3673,2016_16_NYJ_NE,NE,1600,BOS00
3674,2016_16_SD_CLE,LAC,2399,CLE00
3675,2016_16_SD_CLE,CLE,2060,CLE00
3676,2016_16_SF_LA,SF,2168,LAX99
3677,2016_16_SF_LA,LA,1838,LAX99
3678,2016_16_TB_NO,NO,2028,NOR00
3679,2016_16_TB_NO,TB,2018,NOR00
3680,2016_16_TEN_JAX,JAX,2232,JAX00
3681,2016_16_TEN_JAX,TEN,2650,JAX00
3682,2016_16_WAS_CHI,WAS,1560,CHI98
3683,2016_16_WAS_CHI,CHI,2257,CHI98
3684,2016_17_ARI_LA,ARI,2110,LAX99
3685,2016_17_ARI_LA,LA,2321,LAX99
3686,2016_17_BAL_CIN,BAL,2688,CIN00
3687,2016_17_BAL_CIN,CIN,1446,CIN00
3688,2016_17_BUF_NYJ,BUF,1873,NYC01
3689,2016_17_BUF_NYJ,NYJ,1694,NYC01
3690,2016_17_CAR_TB,TB,1883,TAM00
3691,2016_17_CAR_TB,CAR,1932,TAM00
3692,2016_17_CHI_MIN,MIN,1633,MIN01
3693,2016_17_CHI_MIN,CHI,1445,MIN01
3694,2016_17_CLE_PIT,CLE,2124,PIT00
3695,2016_17_CLE_PIT,PIT,2446,PIT00
3696,2016_17_DAL_PHI,DAL,1825,PHI00
3697,2016_17_DAL_PHI,PHI,2490,PHI00
3698,2016_17_GB_DET,DET,2324,DET00
3699,2016_17_GB_DET,GB,2102,DET00
3700,2016_17_HOU_TEN,TEN,1798,NAS00
3701,2016_17_HOU_TEN,HOU,2603,NAS00
3702,2016_17_JAX_IND,IND,2250,IND00
3703,2016_17_JAX_IND,JAX,2260,IND00
3704,2016_17_KC_SD,LAC,2128,SDG00
3705,2016_17_KC_SD,KC,1635,SDG00
3706,2016_17_NE_MIA,NE,1799,MIA00
3707,2016_17_NE_MIA,MIA,1943,MIA00
3708,2016_17_NO_ATL,NO,2735,ATL00
3709,2016_17_NO_ATL,ATL,2093,ATL00
3710,2016_17_NYG_WAS,WAS,2322,WAS00
3711,2016_17_NYG_WAS,NYG,1726,WAS00
3712,2016_17_OAK_DEN,DEN,1563,DEN00
3713,2016_17_OAK_DEN,LV,2025,DEN00
3714,2016_17_SEA_SF,SF,1829,SFO01
3715,2016_17_SEA_SF,SEA,2271,SFO01
3716,2016_18_DET_SEA,DET,1971,SEA00
3717,2016_18_DET_SEA,SEA,1693,SEA00
3718,2016_18_MIA_PIT,PIT,1054,PIT00
3719,2016_18_MIA_PIT,MIA,1989,PIT00
3720,2016_18_NYG_GB,NYG,2667,GNB00
3721,2016_18_NYG_GB,GB,2383,GNB00
3722,2016_18_OAK_HOU,HOU,1681,HOU00
3723,2016_18_OAK_HOU,LV,2794,HOU00
3724,2016_19_GB_DAL,DAL,1965,DAL00
3725,2016_19_GB_DAL,GB,2371,DAL00
3726,2016_19_HOU_NE,HOU,2511,BOS00
3727,2016_19_HOU_NE,NE,2255,BOS00
3728,2016_19_PIT_KC,PIT,1522,KAN00
3729,2016_19_PIT_KC,KC,2018,KAN00
3730,2016_19_SEA_ATL,SEA,1874,ATL00
3731,2016_19_SEA_ATL,ATL,2036,ATL00
3732,2016_20_GB_ATL,ATL,1901,ATL00
3733,2016_20_GB_ATL,GB,2494,ATL00
3734,2016_20_PIT_NE,NE,1987,BOS00
3735,2016_20_PIT_NE,PIT,2522,BOS00
3736,2016_21_NE_ATL,NE,3295,HOU00
3737,2016_21_NE_ATL,ATL,1671,HOU00
3738,2017_01_ARI_DET,ARI,2694,DET00
3739,2017_01_ARI_DET,DET,2359,DET00
3740,2017_01_ATL_CHI,ATL,1738,CHI98
3741,2017_01_ATL_CHI,CHI,2442,CHI98
3742,2017_01_BAL_CIN,CIN,2051,CIN00
3743,2017_01_BAL_CIN,BAL,1092,CIN00
3744,2017_01_CAR_SF,CAR,1421,SFO01
3745,2017_01_CAR_SF,SF,1909,SFO01
3746,2017_01_IND_LA,LA,1892,LAX99
3747,2017_01_IND_LA,IND,1749,LAX99
3748,2017_01_JAX_HOU,JAX,1194,HOU00
3749,2017_01_JAX_HOU,HOU,2403,HOU00
3750,2017_01_KC_NE,NE,2396,BOS00
3751,2017_01_KC_NE,KC,2240,BOS00
3752,2017_01_LAC_DEN,DEN,1771,DEN00
3753,2017_01_LAC_DEN,LAC,1868,DEN00
3754,2017_01_NO_MIN,NO,2122,MIN01
3755,2017_01_NO_MIN,MIN,1795,MIN01
3756,2017_01_NYG_DAL,DAL,2041,DAL00
3757,2017_01_NYG_DAL,NYG,2342,DAL00
3758,2017_01_NYJ_BUF,BUF,1547,BUF00
3759,2017_01_NYJ_BUF,NYJ,2302,BUF00
3760,2017_01_OAK_TEN,LV,1783,NAS00
3761,2017_01_OAK_TEN,TEN,2354,NAS00
3762,2017_01_PHI_WAS,WAS,2492,WAS00
3763,2017_01_PHI_WAS,PHI,2339,WAS00
3764,2017_01_PIT_CLE,CLE,1930,CLE00
3765,2017_01_PIT_CLE,PIT,2096,CLE00
3766,2017_01_SEA_GB,SEA,1847,GNB00
3767,2017_01_SEA_GB,GB,2170,GNB00
3768,2017_02_ARI_IND,ARI,2342,IND00
3769,2017_02_ARI_IND,IND,2392,IND00
3770,2017_02_BUF_CAR,CAR,1978,CAR00
3771,2017_02_BUF_CAR,BUF,1657,CAR00
3772,2017_02_CHI_TB,TB,1687,TAM00
3773,2017_02_CHI_TB,CHI,2470,TAM00
3774,2017_02_CLE_BAL,CLE,2417,BAL00
3775,2017_02_CLE_BAL,BAL,1966,BAL00
3776,2017_02_DAL_DEN,DAL,2721,DEN00
3777,2017_02_DAL_DEN,DEN,1715,DEN00
3778,2017_02_DET_NYG,DET,1483,NYC01
3779,2017_02_DET_NYG,NYG,2071,NYC01
3780,2017_02_GB_ATL,ATL,1736,ATL97
3781,2017_02_GB_ATL,GB,2685,ATL97
3782,2017_02_HOU_CIN,HOU,1790,CIN00
3783,2017_02_HOU_CIN,CIN,2224,CIN00
3784,2017_02_MIA_LAC,LAC,2286,LAX97
3785,2017_02_MIA_LAC,MIA,1858,LAX97
3786,2017_02_MIN_PIT,PIT,2166,PIT00
3787,2017_02_MIN_PIT,MIN,2246,PIT00
3788,2017_02_NE_NO,NE,2021,NOR00
3789,2017_02_NE_NO,NO,2510,NOR00
3790,2017_02_NYJ_OAK,LV,1630,OAK00
3791,2017_02_NYJ_OAK,NYJ,1568,OAK00
3792,2017_02_PHI_KC,KC,1860,KAN00
3793,2017_02_PHI_KC,PHI,2685,KAN00
3794,2017_02_SF_SEA,SEA,2369,SEA00
3795,2017_02_SF_SEA,SF,1873,SEA00
3796,2017_02_TEN_JAX,TEN,1487,JAX00
3797,2017_02_TEN_JAX,JAX,2128,JAX00
3798,2017_02_WAS_LA,LA,1696,LAX99
3799,2017_02_WAS_LA,WAS,1815,LAX99
3800,2017_03_ATL_DET,ATL,2241,DET00
3801,2017_03_ATL_DET,DET,2722,DET00
3802,2017_03_BAL_JAX,BAL,1817,LON00
3803,2017_03_BAL_JAX,JAX,1653,LON00
3804,2017_03_CIN_GB,CIN,1881,GNB00
3805,2017_03_CIN_GB,GB,2690,GNB00
3806,2017_03_CLE_IND,CLE,2779,IND00
3807,2017_03_CLE_IND,IND,1708,IND00
3808,2017_03_DAL_ARI,ARI,2816,PHO00
3809,2017_03_DAL_ARI,DAL,1335,PHO00
3810,2017_03_DEN_BUF,DEN,2337,BUF00
3811,2017_03_DEN_BUF,BUF,1849,BUF00
3812,2017_03_HOU_NE,HOU,2046,BOS00
3813,2017_03_HOU_NE,NE,2360,BOS00
3814,2017_03_KC_LAC,LAC,2261,LAX97
3815,2017_03_KC_LAC,KC,1434,LAX97
3816,2017_03_LA_SF,SF,2434,SFO01
3817,2017_03_LA_SF,LA,1667,SFO01
3818,2017_03_MIA_NYJ,NYJ,1426,NYC01
3819,2017_03_MIA_NYJ,MIA,2590,NYC01
3820,2017_03_NO_CAR,CAR,2147,CAR00
3821,2017_03_NO_CAR,NO,1629,CAR00
3822,2017_03_NYG_PHI,PHI,2139,PHI00
3823,2017_03_NYG_PHI,NYG,2319,PHI00
3824,2017_03_OAK_WAS,LV,2151,WAS00
3825,2017_03_OAK_WAS,WAS,1711,WAS00
3826,2017_03_PIT_CHI,PIT,2086,CHI98
3827,2017_03_PIT_CHI,CHI,1563,CHI98
3828,2017_03_SEA_TEN,TEN,1967,NAS00
3829,2017_03_SEA_TEN,SEA,2764,NAS00
3830,2017_03_TB_MIN,MIN,1745,MIN01
3831,2017_03_TB_MIN,TB,2370,MIN01
3832,2017_04_BUF_ATL,ATL,2225,ATL97
3833,2017_04_BUF_ATL,BUF,1470,ATL97
3834,2017_04_CAR_NE,NE,2595,BOS00
3835,2017_04_CAR_NE,CAR,1604,BOS00
3836,2017_04_CHI_GB,GB,1437,GNB00
3837,2017_04_CHI_GB,CHI,1986,GNB00
3838,2017_04_CIN_CLE,CLE,2424,CLE00
3839,2017_04_CIN_CLE,CIN,1702,CLE00
3840,2017_04_DET_MIN,DET,2085,MIN01
3841,2017_04_DET_MIN,MIN,1895,MIN01
3842,2017_04_IND_SEA,IND,2068,SEA00
3843,2017_04_IND_SEA,SEA,1722,SEA00
3844,2017_04_JAX_NYJ,NYJ,2075,NYC01
3845,2017_04_JAX_NYJ,JAX,2247,NYC01
3846,2017_04_LA_DAL,DAL,2100,DAL00
3847,2017_04_LA_DAL,LA,2187,DAL00
3848,2017_04_NO_MIA,MIA,1755,LON00
3849,2017_04_NO_MIA,NO,1867,LON00
3850,2017_04_NYG_TB,NYG,2513,TAM00
3851,2017_04_NYG_TB,TB,2183,TAM00
3852,2017_04_OAK_DEN,DEN,1888,DEN00
3853,2017_04_OAK_DEN,LV,2151,DEN00
3854,2017_04_PHI_LAC,LAC,2198,LAX97
3855,2017_04_PHI_LAC,PHI,1850,LAX97
3856,2017_04_PIT_BAL,BAL,2744,BAL00
3857,2017_04_PIT_BAL,PIT,1710,BAL00
3858,2017_04_SF_ARI,ARI,3167,PHO00
3859,2017_04_SF_ARI,SF,3039,PHO00
3860,2017_04_TEN_HOU,TEN,1743,HOU00
3861,2017_04_TEN_HOU,HOU,1721,HOU00
3862,2017_04_WAS_KC,WAS,1602,KAN00
3863,2017_04_WAS_KC,KC,2117,KAN00
3864,2017_05_ARI_PHI,ARI,2591,PHI00
3865,2017_05_ARI_PHI,PHI,1461,PHI00
3866,2017_05_BAL_OAK,BAL,1322,OAK00
3867,2017_05_BAL_OAK,LV,1821,OAK00
3868,2017_05_BUF_CIN,CIN,2406,CIN00
3869,2017_05_BUF_CIN,BUF,2454,CIN00
3870,2017_05_CAR_DET,DET,2157,DET00
3871,2017_05_CAR_DET,CAR,2081,DET00
3872,2017_05_GB_DAL,DAL,1834,DAL00
3873,2017_05_GB_DAL,GB,1847,DAL00
3874,2017_05_JAX_PIT,JAX,1021,PIT00
3875,2017_05_JAX_PIT,PIT,2874,PIT00
3876,2017_05_KC_HOU,KC,2226,HOU00
3877,2017_05_KC_HOU,HOU,2145,HOU00
3878,2017_05_LAC_NYG,LAC,2185,NYC01
3879,2017_05_LAC_NYG,NYG,2451,NYC01
3880,2017_05_MIN_CHI,CHI,1785,CHI98
3881,2017_05_MIN_CHI,MIN,1837,CHI98
3882,2017_05_NE_TB,NE,2113,TAM00
3883,2017_05_NE_TB,TB,2663,TAM00
3884,2017_05_NYJ_CLE,NYJ,1805,CLE00
3885,2017_05_NYJ_CLE,CLE,1961,CLE00
3886,2017_05_SEA_LA,SEA,2050,LAX99
3887,2017_05_SEA_LA,LA,2614,LAX99
3888,2017_05_SF_IND,IND,2265,IND00
3889,2017_05_SF_IND,SF,2781,IND00
3890,2017_05_TEN_MIA,TEN,2303,MIA00
3891,2017_05_TEN_MIA,MIA,1724,MIA00
3892,2017_06_CHI_BAL,BAL,2501,BAL00
3893,2017_06_CHI_BAL,CHI,1794,BAL00
3894,2017_06_CLE_HOU,HOU,1912,HOU00
3895,2017_06_CLE_HOU,CLE,2558,HOU00
3896,2017_06_DET_NO,NO,1967,NOR00
3897,2017_06_DET_NO,DET,3179,NOR00
3898,2017_06_GB_MIN,GB,2374,MIN01
3899,2017_06_GB_MIN,MIN,1948,MIN01
3900,2017_06_IND_TEN,TEN,1780,NAS00
3901,2017_06_IND_TEN,IND,2155,NAS00
3902,2017_06_LA_JAX,LA,1633,JAX00
3903,2017_06_LA_JAX,JAX,2182,JAX00
3904,2017_06_LAC_OAK,LAC,1933,OAK00
3905,2017_06_LAC_OAK,LV,1799,OAK00
3906,2017_06_MIA_ATL,ATL,2076,ATL97
3907,2017_06_MIA_ATL,MIA,1722,ATL97
3908,2017_06_NE_NYJ,NYJ,2608,NYC01
3909,2017_06_NE_NYJ,NE,1867,NYC01
3910,2017_06_NYG_DEN,DEN,2982,DEN00
3911,2017_06_NYG_DEN,NYG,1433,DEN00
3912,2017_06_PHI_CAR,PHI,2264,CAR00
3913,2017_06_PHI_CAR,CAR,2819,CAR00
3914,2017_06_PIT_KC,PIT,1516,KAN00
3915,2017_06_PIT_KC,KC,2039,KAN00
3916,2017_06_SF_WAS,WAS,1966,WAS00
3917,2017_06_SF_WAS,SF,2794,WAS00
3918,2017_06_TB_ARI,ARI,1359,PHO00
3919,2017_06_TB_ARI,TB,2300,PHO00
3920,2017_07_ARI_LA,ARI,2064,LON01
3921,2017_07_ARI_LA,LA,1863,LON01
3922,2017_07_ATL_NE,NE,1575,BOS00
3923,2017_07_ATL_NE,ATL,1854,BOS00
3924,2017_07_BAL_MIN,BAL,2456,MIN01
3925,2017_07_BAL_MIN,MIN,1657,MIN01
3926,2017_07_CAR_CHI,CAR,2155,CHI98
3927,2017_07_CAR_CHI,CHI,916,CHI98
3928,2017_07_CIN_PIT,PIT,1573,PIT00
3929,2017_07_CIN_PIT,CIN,2086,PIT00
3930,2017_07_DAL_SF,DAL,1313,SFO01
3931,2017_07_DAL_SF,SF,2369,SFO01
3932,2017_07_DEN_LAC,DEN,2047,LAX97
3933,2017_07_DEN_LAC,LAC,1698,LAX97
3934,2017_07_JAX_IND,JAX,1426,IND00
3935,2017_07_JAX_IND,IND,2560,IND00
3936,2017_07_KC_OAK,KC,1883,OAK00
3937,2017_07_KC_OAK,LV,2807,OAK00
3938,2017_07_NO_GB,GB,1699,GNB00
3939,2017_07_NO_GB,NO,1874,GNB00
3940,2017_07_NYJ_MIA,NYJ,1907,MIA00
3941,2017_07_NYJ_MIA,MIA,2235,MIA00
3942,2017_07_SEA_NYG,SEA,1948,NYC01
3943,2017_07_SEA_NYG,NYG,2458,NYC01
3944,2017_07_TB_BUF,TB,2510,BUF00
3945,2017_07_TB_BUF,BUF,1960,BUF00
3946,2017_07_TEN_CLE,TEN,2090,CLE00
3947,2017_07_TEN_CLE,CLE,2212,CLE00
3948,2017_07_WAS_PHI,WAS,2377,PHI00
3949,2017_07_WAS_PHI,PHI,1692,PHI00
3950,2017_08_ATL_NYJ,NYJ,2211,NYC01
3951,2017_08_ATL_NYJ,ATL,1831,NYC01
3952,2017_08_CAR_TB,TB,2131,TAM00
3953,2017_08_CAR_TB,CAR,1818,TAM00
3954,2017_08_CHI_NO,NO,1723,NOR00
3955,2017_08_CHI_NO,CHI,2079,NOR00
3956,2017_08_DAL_WAS,DAL,1720,WAS00
3957,2017_08_DAL_WAS,WAS,2541,WAS00
3958,2017_08_DEN_KC,DEN,2493,KAN00
3959,2017_08_DEN_KC,KC,1966,KAN00
3960,2017_08_HOU_SEA,HOU,2146,SEA00
3961,2017_08_HOU_SEA,SEA,2383,SEA00
3962,2017_08_IND_CIN,IND,2412,CIN00
3963,2017_08_IND_CIN,CIN,1783,CIN00
3964,2017_08_LAC_NE,LAC,1799,BOS00
3965,2017_08_LAC_NE,NE,2614,BOS00
3966,2017_08_MIA_BAL,MIA,2841,BAL00
3967,2017_08_MIA_BAL,BAL,1295,BAL00
3968,2017_08_MIN_CLE,MIN,2240,LON01
3969,2017_08_MIN_CLE,CLE,2432,LON01
3970,2017_08_OAK_BUF,LV,2242,BUF00
3971,2017_08_OAK_BUF,BUF,1468,BUF00
3972,2017_08_PIT_DET,PIT,1879,DET00
3973,2017_08_PIT_DET,DET,2464,DET00
3974,2017_08_SF_PHI,SF,2293,PHI00
3975,2017_08_SF_PHI,PHI,1887,PHI00
3976,2017_09_ARI_SF,ARI,1906,SFO01
3977,2017_09_ARI_SF,SF,2928,SFO01
3978,2017_09_ATL_CAR,ATL,2223,CAR00
3979,2017_09_ATL_CAR,CAR,1600,CAR00
3980,2017_09_BAL_TEN,TEN,1792,NAS00
3981,2017_09_BAL_TEN,BAL,2764,NAS00
3982,2017_09_BUF_NYJ,NYJ,1324,NYC01
3983,2017_09_BUF_NYJ,BUF,2558,NYC01
3984,2017_09_CIN_JAX,JAX,1778,JAX00
3985,2017_09_CIN_JAX,CIN,1588,JAX00
3986,2017_09_DEN_PHI,DEN,2605,PHI00
3987,2017_09_DEN_PHI,PHI,1679,PHI00
3988,2017_09_DET_GB,GB,2254,GNB00
3989,2017_09_DET_GB,DET,1598,GNB00
3990,2017_09_IND_HOU,HOU,2475,HOU00
3991,2017_09_IND_HOU,IND,1855,HOU00
3992,2017_09_KC_DAL,DAL,1842,DAL00
3993,2017_09_KC_DAL,KC,1995,DAL00
3994,2017_09_LA_NYG,NYG,2441,NYC01
3995,2017_09_LA_NYG,LA,1415,NYC01
3996,2017_09_OAK_MIA,LV,1613,MIA00
3997,2017_09_OAK_MIA,MIA,2261,MIA00
3998,2017_09_TB_NO,NO,1477,NOR00
3999,2017_09_TB_NO,TB,1940,NOR00
4000,2017_09_WAS_SEA,WAS,2095,SEA00
4001,2017_09_WAS_SEA,SEA,2704,SEA00
4002,2017_10_CIN_TEN,CIN,2014,NAS00
4003,2017_10_CIN_TEN,TEN,2581,NAS00
4004,2017_10_CLE_DET,DET,1743,DET00
4005,2017_10_CLE_DET,CLE,2311,DET00
4006,2017_10_DAL_ATL,DAL,2011,ATL97
4007,2017_10_DAL_ATL,ATL,1371,ATL97
4008,2017_10_GB_CHI,CHI,2321,CHI98
4009,2017_10_GB_CHI,GB,1645,CHI98
4010,2017_10_HOU_LA,HOU,2339,LAX99
4011,2017_10_HOU_LA,LA,2160,LAX99
4012,2017_10_LAC_JAX,LAC,2279,JAX00
4013,2017_10_LAC_JAX,JAX,3057,JAX00
4014,2017_10_MIA_CAR,MIA,2215,CAR00
4015,2017_10_MIA_CAR,CAR,1938,CAR00
4016,2017_10_MIN_WAS,WAS,2474,WAS00
4017,2017_10_MIN_WAS,MIN,1735,WAS00
4018,2017_10_NE_DEN,NE,2052,DEN00
4019,2017_10_NE_DEN,DEN,2126,DEN00
4020,2017_10_NO_BUF,BUF,1993,BUF00
4021,2017_10_NO_BUF,NO,1148,BUF00
4022,2017_10_NYG_SF,SF,1395,SFO01
4023,2017_10_NYG_SF,NYG,2343,SFO01
4024,2017_10_NYJ_TB,NYJ,2502,TAM00
4025,2017_10_NYJ_TB,TB,1878,TAM00
4026,2017_10_PIT_IND,PIT,1891,IND00
4027,2017_10_PIT_IND,IND,1709,IND00
4028,2017_10_SEA_ARI,SEA,2177,PHO00
4029,2017_10_SEA_ARI,ARI,2433,PHO00
4030,2017_11_ARI_HOU,ARI,1996,HOU00
4031,2017_11_ARI_HOU,HOU,2051,HOU00
4032,2017_11_ATL_SEA,ATL,1758,SEA00
4033,2017_11_ATL_SEA,SEA,2458,SEA00
4034,2017_11_BAL_GB,GB,2220,GNB00
4035,2017_11_BAL_GB,BAL,1754,GNB00
4036,2017_11_BUF_LAC,BUF,2356,LAX97
4037,2017_11_BUF_LAC,LAC,2028,LAX97
4038,2017_11_CIN_DEN,DEN,2327,DEN00
4039,2017_11_CIN_DEN,CIN,1571,DEN00
4040,2017_11_DET_CHI,CHI,1784,CHI98
4041,2017_11_DET_CHI,DET,1922,CHI98
4042,2017_11_JAX_CLE,CLE,2185,CLE00
4043,2017_11_JAX_CLE,JAX,1783,CLE00
4044,2017_11_KC_NYG,KC,2244,NYC01
4045,2017_11_KC_NYG,NYG,2029,NYC01
4046,2017_11_LA_MIN,LA,1901,MIN01
4047,2017_11_LA_MIN,MIN,1848,MIN01
4048,2017_11_NE_OAK,LV,2768,MEX00
4049,2017_11_NE_OAK,NE,1744,MEX00
4050,2017_11_PHI_DAL,DAL,2155,DAL00
4051,2017_11_PHI_DAL,PHI,1716,DAL00
4052,2017_11_TB_MIA,TB,2161,MIA00
4053,2017_11_TB_MIA,MIA,2227,MIA00
4054,2017_11_TEN_PIT,PIT,2367,PIT00
4055,2017_11_TEN_PIT,TEN,2369,PIT00
4056,2017_11_WAS_NO,NO,2274,NOR00
4057,2017_11_WAS_NO,WAS,1992,NOR00
4058,2017_12_BUF_KC,BUF,1925,KAN00
4059,2017_12_BUF_KC,KC,2348,KAN00
4060,2017_12_CAR_NYJ,CAR,2117,NYC01
4061,2017_12_CAR_NYJ,NYJ,2404,NYC01
4062,2017_12_CHI_PHI,PHI,1741,PHI00
4063,2017_12_CHI_PHI,CHI,2064,PHI00
4064,2017_12_CLE_CIN,CLE,2080,CIN00
4065,2017_12_CLE_CIN,CIN,1490,CIN00
4066,2017_12_DEN_OAK,LV,1444,OAK00
4067,2017_12_DEN_OAK,DEN,2143,OAK00
4068,2017_12_GB_PIT,PIT,2283,PIT00
4069,2017_12_GB_PIT,GB,1789,PIT00
4070,2017_12_HOU_BAL,BAL,2243,BAL00
4071,2017_12_HOU_BAL,HOU,2154,BAL00
4072,2017_12_JAX_ARI,JAX,2205,PHO00
4073,2017_12_JAX_ARI,ARI,2254,PHO00
4074,2017_12_LAC_DAL,DAL,1795,DAL00
4075,2017_12_LAC_DAL,LAC,1533,DAL00
4076,2017_12_MIA_NE,NE,1406,BOS00
4077,2017_12_MIA_NE,MIA,2291,BOS00
4078,2017_12_MIN_DET,DET,2151,DET00
4079,2017_12_MIN_DET,MIN,1955,DET00
4080,2017_12_NO_LA,LA,2454,LAX99
4081,2017_12_NO_LA,NO,2231,LAX99
4082,2017_12_NYG_WAS,NYG,1878,WAS00
4083,2017_12_NYG_WAS,WAS,2045,WAS00
4084,2017_12_SEA_SF,SEA,2033,SFO01
4085,2017_12_SEA_SF,SF,2232,SFO01
4086,2017_12_TB_ATL,TB,2328,ATL97
4087,2017_12_TB_ATL,ATL,1910,ATL97
4088,2017_12_TEN_IND,IND,2026,IND00
4089,2017_12_TEN_IND,TEN,1367,IND00
4090,2017_13_CAR_NO,NO,1818,NOR00
4091,2017_13_CAR_NO,CAR,1682,NOR00
4092,2017_13_CLE_LAC,CLE,1769,LAX97
4093,2017_13_CLE_LAC,LAC,2311,LAX97
4094,2017_13_DEN_MIA,MIA,2028,MIA00
4095,2017_13_DEN_MIA,DEN,2581,MIA00
4096,2017_13_DET_BAL,BAL,2042,BAL00
4097,2017_13_DET_BAL,DET,2301,BAL00
4098,2017_13_HOU_TEN,HOU,2746,NAS00
4099,2017_13_HOU_TEN,TEN,1473,NAS00
4100,2017_13_IND_JAX,IND,1947,JAX00
4101,2017_13_IND_JAX,JAX,1754,JAX00
4102,2017_13_KC_NYJ,KC,1916,NYC01
